|R01|00000000000000000001|S|IF     |SWEDA               |IF ST200            |01.00.01  |20101030|185909|000|10793118000178|123456        |10793118000178|00000000ISENTO|00000000ISENTO|T2TI.COM                                |T2Ti PDV                                |0100      |9e107d9d372bb6826bd81d3542a419d6|20101030|20101030|0105
|R02|00000000000000000001|S|IF ST200            |01|000000|000026|000002|36101028|36101028||1005,70| 
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0012354600333 |PILHA PEQUENA C/2                                                                                   |1,00|UND|5,80|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0013253095907 |CARTELA CARRINHOS DE METAL C/2                                                                      |1,00|UND|12,20|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0013253095907 |CARTELA CARRINHOS DE METAL C/2                                                                      |1,00|UND|12,20|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0013253095907 |CARTELA CARRINHOS DE METAL C/2                                                                      |1,00|UND|12,20|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0201011812198 |CADERNO BORRAO                                                                                      |1,00|UND|1,80|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000000|000000|000|0312011604499 |SULFATO DE ALUMINIO                                                                                 |1,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
